Number,ID,No_Name,PRE_POST,SEMESTER,YEAR,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_COMPLETE,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_USF,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,CF_Total,CF_Mean,PRE_GR_Total,PRE_GR_Mean,PRE_TR_Total,PRE_TR_Mean,PRE_AR_Total,PRE_AR_Mean,PRE_PR_Total,PRE_PR_Mean,PRE_ES_Total,PRE_ES_Mean,PRE_PC_Total,PRE_PC_Mean,PRE_SP_Total,PRE_SP_Mean,PRE_AV_Total,PRE_AV_Mean,PRE_ER_Total,PRE_ER_Mean,PRE_UD_Total,PRE_UD_Mean,PRE_Compete_total_percent,PrimaryLast2
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/2/15 20:23,2/2/15 20:40,1,1,3,999,999,999,999,999,999,999,1,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,1,1,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,1,1,4,2,1,3,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,4,5,3,2,2,2,3,2,1,4,1,4,1,4,1,1,4,999,999,1,3,3,1,0,0,0,0,0,0,999,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,23,91,3.956521739,5,1,3,1,19,0.904761905,12,1,4,1,3,0.6,5,0.714285714,5,1,2,0.5,5,1,1,1
#REF!,#REF!,999,PRE,Fall,2015,2,1,0,9/1/15 15:09,9/1/15 15:39,1,3,999,999,999,18,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,4,1,3,1,3,1,1,2,3,1,2,1,2,1,3,3,1,2,4,1,2,1,2,1,4,3,1,3,4,1,3,999,0,999,1,3,1,2,1,1,2,2,1,3,1,1,4,2,1,3,2,1,3,1,4,1,3,1,1,3,3,1,3,4,1,3,3,1,3,2,1,3,2,1,3,2,3,3,0,0,2,1,3,3,3,2,2,3,1,4,999,2,3,3,2,2,1,1,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,1,999,0,1,999,999,999,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,67,2.913043478,4,0.8,3,1,20,0.952380952,11,0.916666667,3,0.75,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/28/16 14:04,1/28/16 15:06,1,1,15,999,999,999,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,3,1,3,1,3,2,1,3,5,1,3,1,2,1,3,3,1,3,4,1,3,1,2,1,3,3,1,3,4,1,3,999,0,999,1,3,1,3,1,1,3,2,1,3,1,1,3,2,1,3,2,1,3,1,4,1,3,1,1,3,3,1,3,4,1,3,1,1,3,2,1,3,2,1,3,2,4,1,3,2,3,2,2,2,2,3,2,3,2,3,999,2,3,2,3,4,1,3,0,0,1,1,0,0,1,unit requirement,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,0,0,0,0,0,0,999,2,2,0,0,0,0,1,0,999,0,0,999,0,999,0,999,0,2,Italy and United St,United States,United States,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,69,3,4,0.8,3,1,19,0.904761905,10,0.833333333,3,0.75,5,1,7,1,5,1,4,1,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/1/15 19:28,2/1/15 19:50,1,1,3,999,999,999,999,999,999,999,3,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,1,1,1,5,1,1,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,1,1,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,4,3,3,3,2,1,1,1,1,4,1,4,2,3,2,1,4,999,999,1,3,3,1,1,1,0,1,1,1,LOVE MATH <3,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,1,0,999,2,1,0,1,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,86,3.739130435,4,0.8,3,1,20,0.952380952,11,0.916666667,3,0.75,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,2/2/16 15:29,2/2/16 15:53,1,1,47,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,3,4,1,3,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,1,1,3,2,1,4,1,1,4,2,1,4,2,1,4,1,2,1,4,1,1,4,3,1,4,4,1,4,3,1,4,1,1,4,2,1,4,3,3,4,2,2,2,1,3,3,2,3,2,3,1,4,999,2,3,2,3,2,3,3,0,0,1,1,0,0,0,999,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,23,89,3.869565217,5,1,3,1,19,0.904761905,11,0.916666667,4,1,3,0.6,6,0.857142857,5,1,3,0.75,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/29/15 9:15,1/29/15 9:44,1,1,3,999,999,999,999,999,999,999,4,1,1,3,1,4,3,1,3,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,2,1,3,1,2,1,4,3,1,4,4,1,4,1,1,1,1,3,1,3,2,1,3,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,3,1,1,3,3,1,4,4,1,4,3,1,3,2,1,4,2,1,4,2,5,3,3,3,2,1,2,1,1,4,1,4,1,4,1,1,4,999,999,1,3,3,1,0,0,0,0,0,0,999,3,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,3,1,0,0,1,0,0,1,Black,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,23,85,3.695652174,4,0.8,3,1,20,0.952380952,11,0.916666667,4,1,5,1,6,0.857142857,5,1,3,0.75,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/27/16 12:41,1/27/16 13:07,1,9,999,999,999,999,2,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,1,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,3,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,3,3,3,2,1,2,1,2,2,1,4,1,4,2,3,999,2,3,1,4,2,3,3,1,1,1,1,0,1,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,23,92,4,5,1,2,0.666666667,19,0.904761905,12,1,4,1,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/23/16 12:38,1/23/16 13:03,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,3,3,1,4,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,999,0,999,1,1,1,4,1,1,3,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,4,3,3,2,2,2,2,2,1,4,1,4,1,4,999,1,4,1,4,2,1,2,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,23,90,3.913043478,3,0.6,3,1,20,0.952380952,11,0.916666667,3,0.75,5,1,6,0.857142857,5,1,3,0.75,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/3/15 21:50,2/3/15 22:06,1,1,3,999,999,999,999,999,999,999,4,1,1,3,1,3,3,1,4,4,1,4,1,3,1,4,2,1,3,4,1,3,1,2,1,4,3,1,4,4,1,1,1,2,1,4,3,1,4,3,1,4,1,1,1,1,3,1,4,3,1,1,2,1,3,1,1,3,2,1,2,2,1,4,1,4,1,3,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,1,5,5,3,1,2,1,1,2,1,4,1,4,1,4,1,1,4,999,999,1,3,3,1,0,0,0,0,0,0,999,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,23,78,3.391304348,4,0.8,2,0.666666667,20,0.952380952,11,0.916666667,4,1,5,1,5,0.714285714,5,1,3,0.75,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/2/15 22:24,2/2/15 22:48,1,1,3,999,999,999,999,999,999,999,4,1,2,3,1,3,3,1,3,4,1,3,1,4,1,3,2,1,1,3,1,2,1,2,1,4,3,1,4,4,1,2,1,2,1,4,3,1,4,4,1,3,3,1,1,1,3,1,4,1,1,3,2,1,4,1,1,4,2,1,3,2,1,3,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,3,2,1,4,2,3,3,3,2,2,1,3,2,1,4,2,3,1,4,1,2,3,999,999,1,3,3,1,0,0,0,0,0,0,999,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,76,3.304347826,3,0.6,3,1,20,0.952380952,10,0.833333333,2,0.5,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Fall,2015,2,1,0,8/26/15 7:39,8/26/15 8:49,1,4,999,999,18,999,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,3,1,3,1,3,2,1,3,3,1,3,1,2,1,3,3,1,3,3,1,3,1,2,1,3,3,1,3,4,1,3,999,0,999,1,3,1,3,1,1,3,2,1,3,1,1,3,2,1,3,2,1,3,1,4,1,3,1,1,3,3,1,3,4,1,3,3,1,3,2,1,3,2,1,3,2,4,5,3,3,1,1,3,1,2,3,2,3,2,3,999,2,3,3,2,2,3,3,0,0,1,0,0,0,1,fit my schedule,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,0,0,0,0,0,0,999,3,2,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,69,3,4,0.8,3,1,19,0.904761905,10,0.833333333,3,0.75,5,1,7,1,5,1,4,1,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/25/16 13:43,1/25/16 14:09,1,15,999,999,999,999,999,2,999,999,999,0,999,3,1,3,3,1,4,4,1,4,1,3,1,4,2,1,3,4,1,3,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,1,1,4,999,0,999,1,3,1,3,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,1,1,4,2,1,4,2,1,4,2,3,2,2,1,2,2,2,2,1,4,1,4,1,4,999,2,3,2,3,2,2,3,0,1,1,0,1,0,0,999,1,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,23,88,3.826086957,5,1,2,0.666666667,19,0.904761905,10,0.833333333,4,1,5,1,6,0.857142857,5,1,4,1,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/30/16 11:29,1/30/16 12:16,1,15,999,999,999,999,999,2,999,999,999,0,999,3,1,3,3,1,4,1,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,3,1,1,3,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,3,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,3,4,1,2,2,1,2,2,1,4,2,3,1,4,999,1,4,2,3,2,1,1,0,1,1,0,0,1,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,23,88,3.826086957,5,1,3,1,19,0.904761905,12,1,4,1,3,0.6,6,0.857142857,5,1,3,0.75,5,1,1,1
#REF!,#REF!,999,PRE,Fall,2015,2,1,0,9/2/15 19:21,9/2/15 19:43,1,3,999,999,999,18,999,999,999,999,999,0,999,3,1,3,3,1,4,4,1,4,1,3,1,4,2,1,4,3,1,4,1,2,1,4,3,1,4,1,1,1,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,5,5,2,2,1,1,1,2,1,4,1,4,1,4,999,1,4,4,1,1,3,3,0,0,1,0,0,0,0,999,1,999,0,0,1,0,1,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,1,1,1,1,1,1,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,88,3.826086957,4,0.8,3,1,19,0.904761905,10,0.833333333,3,0.75,5,1,7,1,5,1,4,1,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/20/16 14:49,1/20/16 15:14,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,4,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,1,1,4,2,1,4,2,1,4,1,3,5,2,0,4,2,1,2,1,4,1,4,2,3,999,2,3,1,4,2,2,3,1,0,0,0,0,0,0,999,4,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,0,0,0,0,0,0,999,3,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,92,4,4,0.8,3,1,20,0.952380952,10,0.833333333,3,0.75,5,1,7,1,5,1,4,1,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/24/15 14:45,1/24/15 15:07,1,1,39,999,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,3,1,3,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,4,1,4,3,1,1,1,3,1,3,1,1,4,2,1,4,1,1,3,2,1,3,2,1,3,1,3,1,3,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,3,5,4,3,2,2,1,2,2,1,4,1,4,1,4,1,1,4,999,999,2,3,3,0,0,1,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,1,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,23,85,3.695652174,5,1,3,1,19,0.904761905,12,1,4,1,3,0.6,6,0.857142857,5,1,3,0.75,5,1,1,1
#REF!,#REF!,999,PRE,Fall,2015,2,1,0,9/3/15 11:59,9/3/15 12:41,1,3,999,999,999,18,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,5,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,3,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,1,3,4,2,0,1,1,2,2,1,4,1,4,1,4,999,2,3,4,1,2,3,3,0,0,1,0,1,0,1,I am considering majoring in the subject,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,0,0,0,0,1,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,23,92,4,4,0.8,3,1,20,0.952380952,12,1,4,1,4,0.8,5,0.714285714,5,1,2,0.5,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/1/15 23:26,2/1/15 23:51,1,1,14,999,999,999,999,999,999,999,4,1,2,3,1,4,3,1,4,4,1,3,1,3,1,4,1,1,3,3,1,3,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,4,1,3,4,1,2,1,3,1,3,1,1,3,2,1,4,1,1,4,2,1,4,2,1,3,1,4,1,3,1,1,3,3,1,4,4,1,4,3,1,4,2,1,3,2,1,4,2,5,1,3,2,2,1,1,2,2,3,2,3,1,4,1,1,4,999,999,3,0,3,0,0,1,0,1,1,1,Minor,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,1,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,81,3.52173913,4,0.8,3,1,20,0.952380952,11,0.916666667,3,0.75,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/30/15 10:33,1/30/15 11:06,1,1,7,999,999,999,999,999,999,999,1,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,4,1,3,3,1,3,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,4,1,3,1,1,1,1,3,1,4,1,1,4,2,1,3,1,1,4,2,1,3,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,1,3,3,3,1,3,1,1,2,1,4,1,4,1,4,2,1,4,999,999,2,1,3,0,0,1,0,1,1,0,999,3,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,86,3.739130435,4,0.8,3,1,20,0.952380952,11,0.916666667,3,0.75,5,1,7,1,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Fall,2015,2,1,0,9/5/15 13:02,9/5/15 13:36,1,3,999,999,999,18,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,4,1,3,1,2,1,4,1,1,4,4,1,4,999,0,999,1,3,1,3,1,1,3,2,1,3,1,1,3,2,1,3,1,1,3,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,3,2,1,4,2,1,5,3,2,2,2,2,2,1,4,1,4,1,4,999,2,3,2,3,2,2,3,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,23,84,3.652173913,5,1,2,0.666666667,19,0.904761905,12,1,4,1,4,0.8,6,0.857142857,5,1,4,1,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/3/15 23:05,2/3/15 23:49,1,1,3,999,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,3,1,2,1,4,3,1,4,1,1,3,1,2,1,4,3,1,4,4,1,4,3,1,1,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,3,2,1,4,1,1,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,5,4,2,0,2,1,1,1,1,4,1,4,1,4,1,1,4,999,999,1,3,3,1,1,0,0,0,0,0,999,3,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,23,89,3.869565217,5,1,3,1,19,0.904761905,11,0.916666667,4,1,4,0.8,6,0.857142857,5,1,3,0.75,4,0.8,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/25/16 15:23,1/25/16 15:47,1,15,999,999,999,999,999,2,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,2,1,4,3,1,4,5,1,4,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,4,1,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,3,1,4,2,1,4,2,5,4,3,3,1,1,3,2,1,4,1,4,1,4,999,1,4,3,2,1,2,3,0,1,1,1,0,0,0,999,4,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23,92,4,5,1,3,1,19,0.904761905,10,0.833333333,4,1,4,0.8,7,1,5,1,4,1,4,0.8,1,1
