Index,Identifier,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_TIME,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,PRE_Compete_total_percent,PRE_CF_Total,PRE_CF_Mean,PRE_AGE_NEW,PRE_DIFF_REV,PRE_ATT_1_REV,PRE_ATT_2_REV,PRE_ATT_3_REV,PRE_ATT_4_REV,FAC1_1,FAC2_1,FAC3_1,ZPR_1,ZRE_1,STEM_MAJOR,WHYCS_COMP,MAJOR_COMP,WHYMAJ_COMP,RACE_COMP,DIS_COMP
551,STUDENT 551,3,1,0,1/21/16 19:46,1/21/16 20:01,15,1,16,999,999,999,999,999,999,999,0,999,3,1,3,3,1,4,4,1,4,1,3,1,3,2,1,1,3,1,1,1,2,1,4,3,1,3,2,1,1,1,2,1,4,1,1,3,1,1,2,999,0,999,1,2,1,1,3,1,1,2,1,3,2,1,1,2,1,3,2,1,3,1,2,1,1,4,1,1,3,1,4,4,1,3,4,1,1,2,1,3,2,1,3,3,5,2,3,2,2,1,2,2,2,3,1,4,1,4,999,1,4,2,3,2,3,2,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,15,1,61,2.44,2,3,3,4,3,3,0.339134149,1.62673628,-2.538150454,-0.075175966,0.362633992,0,1,1,1,1,0
552,STUDENT 552,3,1,0,1/20/16 15:44,1/20/16 16:17,33,1,16,999,999,999,999,999,999,999,0,999,4,1,2,3,1,3,4,1,3,1,3,1,3,1,1,2,3,1,2,1,2,1,2,3,1,2,4,1,2,1,2,1,3,3,1,2,3,1,2,999,0,999,1,3,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,3,1,2,4,1,2,3,1,3,4,1,3,2,1,1,3,1,2,2,1,3,3,3,4,2,2,3,2,2,3,2,3,2,3,1,4,999,2,3,2,3,1,3,0,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,15,1,56,2.24,2,3,2,3,3,2,-0.272159788,0.230514481,0.499983795,-0.734518295,1.024505964,0,1,1,3,1,0
553,STUDENT 553,3,1,0,1/20/16 21:28,1/20/16 22:02,34,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,3,1,3,1,3,1,4,1,1,3,3,1,2,1,2,1,2,2,1,3,3,1,2,1,2,1,4,3,1,4,4,1,2,999,0,999,1,3,1,1,4,1,1,2,1,2,1,1,3,2,1,4,2,1,4,1,3,1,3,2,1,3,3,1,3,4,1,4,4,1,1,1,1,2,2,1,3,3,1,3,1,0,4,3,3,3,2,3,2,3,2,3,999,2,3,3,2,1,3,0,1,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,1,1,0,0,0,0,999,2,1,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,15,1,71,2.84,2,3,1,2,2,2,0.05562477,-1.8856784,0.468734294,-1.050134838,1.341333407,0,2,1,3,1,0
554,STUDENT 554,3,1,0,1/21/16 21:11,1/21/16 22:02,51,1,16,999,999,999,999,999,999,999,0,999,2,1,1,3,1,4,4,1,4,1,3,1,4,2,1,4,3,1,1,1,4,1,3,3,1,4,2,1,1,1,2,1,4,2,1,2,1,1,2,999,0,999,1,3,1,2,3,1,2,2,1,2,4,1,1,2,1,4,2,1,4,1,2,1,4,1,1,3,3,1,3,3,1,2,3,1,4,2,1,4,2,1,4,3,2,5,2,1,2,1,2,2,2,3,1,4,2,3,999,2,3,2,3,2,0,1,0,0,0,1,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,15,1,73,2.92,2,3,3,4,3,3,0.5479053,-0.145976212,-0.680370997,-0.214846151,0.502840038,0,1,1,1,1,1
555,STUDENT 555,3,1,0,1/20/16 16:54,1/20/16 17:12,18,1,16,999,999,999,999,999,999,999,0,999,3,1,3,2,1,3,2,1,2,1,3,1,3,2,1,1,3,1,1,1,2,1,4,3,1,4,5,1,4,1,2,1,4,3,1,3,1,1,1,999,0,999,1,1,1,1,4,1,4,2,1,4,1,1,3,2,1,4,2,1,4,1,2,1,3,3,1,1,3,1,4,4,1,4,1,1,3,2,1,3,2,1,4,2,3,5,2,1,3,2,2,2,1,4,1,4,1,4,999,2,3,2,3,2,2,3,1,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,0,1,1,0,1,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,15,1,75,3,2,4,2,3,3,3,1.24013463,-0.64619497,-0.15208598,0.149707136,0.1368881,0,2,1,3,1,0
556,STUDENT 556,3,1,0,1/20/16 14:32,1/20/16 17:50,198,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,3,1,3,1,3,1,4,2,1,2,3,1,1,1,2,1,4,3,1,4,1,1,4,1,1,1,3,2,1,1,2,1,2,999,0,999,1,3,1,3,1,1,4,2,1,3,3,1,2,2,1,3,2,1,3,1,3,1,3,4,1,3,3,1,4,4,1,4,4,1,4,2,1,4,2,1,4,3,2,4,1,1,3,1,4,3,2,3,2,3,2,3,999,3,2,4,1,3,0,2,1,1,1,1,1,1,0,999,1,999,0,0,1,0,0,0,0,1,0,0,0,0,0,999,1,1,1,0,1,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,15,1,80,3.2,2,3,2,4,1,2,-0.269829431,-0.774450256,0.71210005,-0.465191658,0.754146024,0,6,2,4,1,0
557,STUDENT 557,3,1,0,1/20/16 21:46,1/20/16 22:03,17,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,3,1,1,4,1,3,1,4,4,1,2,3,1,2,1,2,1,4,3,1,4,4,1,1,1,2,1,4,3,1,4,1,1,1,999,0,999,1,2,1,3,2,1,3,4,1,4,2,1,1,2,1,4,4,1,4,1,4,1,4,1,1,4,3,1,3,4,1,4,3,1,4,3,1,4,2,1,4,1,4,1,3,2,1,1,1,1,1,4,1,4,1,4,999,2,3,3,2,2,2,3,1,1,0,1,1,0,0,999,1,999,1,0,0,0,0,0,0,1,0,0,0,0,0,999,0,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,15,1,83,3.32,2,5,4,4,4,4,1.443986206,0.874666238,0.399787122,0.712913238,-0.428478807,0,4,2,3,1,0
558,STUDENT 558,3,1,0,1/20/16 15:58,1/20/16 16:21,23,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,1,1,4,2,1,2,1,3,1,4,3,1,4,4,1,4,1,2,1,4,1,1,4,4,1,4,999,0,999,1,1,1,4,4,1,4,3,1,1,2,1,2,2,1,4,2,1,4,1,2,1,4,1,1,4,3,1,4,4,1,4,3,1,2,3,1,4,2,1,4,2,4,2,2,2,2,1,3,3,2,3,1,4,1,4,999,1,4,1,4,2,2,2,1,1,1,1,1,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,15,1,91,3.64,2,4,3,4,2,2,0.553566574,0.804202948,0.608408849,0.976838894,-0.693417044,0,6,1,3,1,0
559,STUDENT 559,3,1,0,1/20/16 15:10,1/20/16 15:34,24,1,16,999,999,999,999,999,999,999,0,999,2,1,3,1,1,3,4,1,4,1,3,1,4,2,1,3,3,1,3,1,2,1,4,3,1,4,3,1,1,1,4,1,4,1,1,3,1,1,3,999,0,999,1,1,1,3,4,1,3,2,1,3,1,1,4,2,1,4,2,1,4,1,4,1,3,4,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,3,5,3,2,3,1,2,3,2,3,2,3,2,3,999,1,4,2,3,1,3,2,0,1,1,1,1,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,1,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,15,1,87,3.48,2,4,2,4,3,2,0.120040853,1.250956246,-0.910497075,0.559006611,-0.273981699,0,5,1,1,1,0
560,STUDENT 560,1,1,0,2/2/15 13:37,2/2/15 14:16,39,1,19,999,999,999,999,999,999,4,1,1,3,1,2,3,1,4,4,1,3,1,3,1,4,2,1,3,4,1,1,1,2,1,4,3,1,2,1,1,2,1,2,1,4,1,1,4,4,1,4,1,1,1,1,1,1,4,4,1,3,5,1,1,2,1,1,1,1,4,2,1,4,1,3,1,4,4,1,1,3,1,4,3,1,3,3,1,4,2,1,4,2,1,4,3,4,5,2,2,4,2,3,2,1,4,1,4,1,4,1,1,4,999,999,2,2,2,1,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,15,1,78,3.12,2,3,1,3,2,3,0.847717097,-0.016687534,1.183741305,-0.138623368,0.426324817,0,2,1,4,1,0
561,STUDENT 561,1,1,0,1/21/15 22:06,1/21/15 22:22,16,1,21,999,999,999,999,999,999,4,1,1,3,1,2,3,1,4,4,1,3,1,3,1,4,1,1,3,3,1,1,1,2,1,4,3,1,2,4,1,3,1,2,1,4,3,1,4,4,1,4,3,1,2,1,1,1,3,4,1,1,2,1,3,2,1,1,2,1,4,2,1,4,1,2,1,1,2,1,1,2,1,1,2,1,1,3,1,1,3,1,1,2,1,1,3,1,5,1,1,4,3,2,3,2,3,2,3,2,3,2,3,2,999,999,1,3,2,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,15,1,61,2.44,2,3,1,2,3,2,0.055652923,-1.801518916,-0.897044678,-0.687613853,0.977421568,0,1,1,1,1,0
562,STUDENT 562,1,1,0,1/21/15 15:55,1/21/15 16:09,14,1,21,999,999,999,999,999,999,4,1,1,3,1,1,3,1,4,4,1,4,1,3,1,4,2,1,3,4,1,1,1,2,1,4,4,1,1,5,1,1,1,3,1,1,3,1,1,2,1,1,3,1,4,1,1,1,4,1,1,1,4,1,4,3,1,1,2,1,4,2,1,4,1,2,1,1,3,1,1,3,1,2,4,1,4,2,1,2,2,1,4,2,1,3,4,3,4,3,1,2,2,2,3,2,3,2,3,3,2,3,1,4,999,999,2,3,2,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,1,0,0,0,1,1,Don't know what to do with my life.,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,15,1,61,2.44,2,2,3,3,3,2,-0.209939714,0.88566275,-1.854823491,-0.631538087,0.92113066,0,1,1,3,1,1
563,STUDENT 563,1,1,0,1/21/15 19:34,1/21/15 19:57,23,1,21,999,999,999,999,999,999,4,1,1,3,1,3,3,1,3,4,1,4,1,3,1,4,4,1,1,4,1,2,1,2,1,3,3,1,4,4,1,1,1,2,1,4,3,1,1,3,1,1,1,1,3,1,1,1,3,2,1,3,2,1,3,2,1,1,3,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,4,1,3,3,1,4,1,1,3,2,1,3,3,5,2,2,2,2,2,3,3,2,3,2,3,1,4,1,1,4,999,999,2,3,1,0,1,1,0,1,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,15,1,61,2.44,2,3,3,3,2,2,-0.398704932,1.113117491,0.500740537,-0.010161491,0.297370081,0,4,1,3,2,0
564,STUDENT 564,3,1,0,1/26/16 15:54,1/26/16 16:35,41,1,25,999,999,999,999,999,999,999,0,999,1,1,3,3,1,4,4,1,4,1,4,1,4,2,1,4,3,1,4,1,4,1,4,3,1,4,4,1,3,1,2,1,4,2,1,3,4,1,4,999,0,999,1,3,1,4,1,1,4,3,1,3,2,1,3,2,1,4,2,1,4,1,4,1,2,4,1,3,2,1,2,4,1,3,2,1,3,2,1,4,2,1,4,2,2,5,2,1,4,2,2,3,2,3,2,3,1,4,999,2,3,4,1,2,2,3,0,1,1,0,0,0,1,Love Earth Science,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,0,0,0,0,0,0,999,2,1,0,0,1,1,0,1,Italian/Colombi,0,0,999,0,999,1,999,0,1,999,999,999,4,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,15,1,88,3.52,2,4,1,3,3,2,0.232139954,-0.553355414,0.015628459,0.331530141,-0.04563249,0,3,1,2,3,1
565,STUDENT 565,3,1,0,1/26/16 16:31,1/26/16 21:05,274,1,25,999,999,999,999,999,999,999,0,999,3,1,3,3,1,4,2,1,3,1,5,1,3,1,1,2,3,1,1,1,2,1,1,3,1,3,4,1,3,1,1,1,3,2,1,1,4,1,2,999,0,999,1,1,1,3,4,1,3,2,1,3,1,1,1,2,1,3,2,1,3,1,3,1,2,4,1,2,3,1,3,4,1,3,3,1,4,2,1,3,2,1,3,3,4,5,2,1,2,2,3,2,2,3,2,3,2,3,999,2,3,3,2,1,3,2,0,1,0,0,0,0,0,999,1,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,1,0,0,1,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,China,China,China,2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,15,1,65,2.6,2,3,3,3,2,3,-0.243348916,0.259876952,-0.63463095,-1.05713549,1.348360917,0,1,1,2,1,1
566,STUDENT 566,3,1,0,1/22/16 10:18,1/22/16 10:55,37,1,27,999,999,999,999,999,999,999,0,999,2,1,3,3,1,4,1,1,4,1,3,1,4,2,1,3,3,1,3,1,2,1,3,3,1,4,5,1,4,1,2,1,4,3,1,2,1,1,2,999,0,999,1,3,1,3,4,1,3,2,1,4,1,1,4,4,1,3,2,1,4,1,2,1,2,1,1,2,4,1,3,5,1,3,3,1,2,2,1,2,2,1,3,3,3,5,2,2,2,1,2,2,2,3,2,3,1,4,999,1,4,3,2,2,2,3,1,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,1,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,15,1,78,3.12,2,3,3,4,3,3,-0.054371052,0.874366855,1.195238771,-0.792888856,1.08310047,0,3,1,4,1,0
567,STUDENT 567,3,1,0,1/24/16 13:17,1/24/16 13:36,19,1,27,999,999,999,999,999,999,999,0,999,3,1,2,3,1,4,4,1,4,1,3,1,4,3,1,3,2,1,3,1,2,1,4,3,1,4,5,1,3,1,2,1,4,3,1,4,4,1,2,999,0,999,1,1,1,4,2,1,3,2,1,2,2,1,3,2,1,3,2,1,4,1,2,1,2,2,1,2,2,1,3,3,1,1,3,1,2,2,1,4,2,1,4,3,3,4,3,1,2,3,3,3,2,3,2,3,2,3,999,2,3,2,3,2,3,2,0,1,0,0,0,0,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,15,1,78,3.12,2,3,3,2,2,2,-0.20812467,0.161883013,0.666477372,-0.394223574,0.682905663,0,1,1,3,1,0
568,STUDENT 568,3,1,0,1/27/16 11:03,1/27/16 11:28,25,1,27,999,999,999,999,999,999,999,0,999,3,1,3,3,1,4,4,1,3,1,3,1,3,1,1,2,3,1,1,1,2,1,3,3,1,3,4,1,2,1,2,1,4,1,1,2,4,1,1,999,0,999,1,1,1,3,4,1,2,2,1,3,2,1,2,2,1,1,3,1,3,1,3,1,2,4,1,1,3,1,3,4,1,3,1,1,2,2,1,2,2,1,3,3,1,5,2,1,2,2,2,3,1,4,1,4,1,4,999,2,3,2,3,2,2,2,0,1,0,1,0,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,15,1,61,2.44,2,3,3,3,3,2,1.062254192,-0.919159151,0.386118474,-0.39904703,0.687747625,0,3,1,3,1,0
569,STUDENT 569,3,1,0,1/25/16 17:17,1/25/16 17:54,37,1,27,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,1,1,4,1,3,1,4,3,1,4,4,1,4,1,1,1,3,1,1,3,3,1,1,1,4,1,3,1,1,3,1,1,3,999,0,999,1,3,1,1,5,1,1,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,3,1,4,2,1,4,1,4,5,3,0,2,1,2,2,1,4,2,3,2,3,999,2,3,2,3,3,1,0,0,1,1,1,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,0,0,0,1,Cisgenderedfagg,0,1,Hemophilia,0,999,0,999,0,1,999,999,999,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,15,1,86,3.44,2,5,3,4,3,3,0.883842603,0.303761778,0.479998477,-0.040456988,0.327781811,0,3,1,3,1,1
570,STUDENT 570,1,1,0,1/19/15 16:22,1/19/15 16:50,28,1,39,999,999,999,999,999,999,4,1,2,5,1,3,3,1,3,4,1,3,1,3,1,3,1,1,4,3,1,2,1,2,1,3,3,1,3,4,1,2,1,2,1,4,3,1,2,3,1,2,1,1,2,1,1,1,4,2,1,3,1,1,3,1,1,4,2,1,4,2,1,3,1,2,1,1,3,1,1,4,1,2,4,1,3,3,1,4,2,1,3,2,1,3,2,1,2,1,1,4,2,2,3,2,3,999,999,2,3,2,3,2,999,999,2,2,2,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,15,1,72,2.88,2,4,1,3,3,2,999,999,999,999,999,0,2,1,1,1,0
571,STUDENT 571,3,1,0,2/3/16 10:03,2/3/16 10:32,29,1,47,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,1,1,3,1,3,1,3,1,1,3,1,1,2,1,1,1,1,3,1,1,3,1,1,1,2,1,4,3,1,3,3,1,2,999,0,999,1,1,1,3,2,1,3,2,1,3,1,1,2,2,1,3,2,1,3,1,2,1,2,1,1,3,3,1,3,4,1,3,5,1,2,2,1,3,2,1,3,3,3,5,3,1,2,2,2,2,2,3,2,3,2,3,999,2,3,2,3,1,2,3,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,2,Most in U.S some in,U.S,U.S,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,15,1,67,2.68,2,3,3,3,3,3,-0.189121967,0.523027036,0.528027772,0.253172045,0.033026236,1,2,1,3,1,0
572,STUDENT 572,3,1,0,2/3/16 2:31,2/3/16 2:54,23,1,47,999,999,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,3,1,3,1,4,2,1,3,4,1,3,1,2,1,1,4,1,1,5,1,3,1,2,1,4,1,1,3,4,1,3,999,0,999,1,1,1,4,4,1,4,2,1,3,3,1,2,4,1,4,2,1,4,1,3,1,1,4,1,1,3,1,4,4,1,4,3,1,1,1,1,4,2,1,4,2,4,4,2,2,2,1,4,3,2,3,2,3,1,4,999,2,3,3,2,1,3,2,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,15,1,74,2.96,2,4,3,4,1,2,-0.261877422,0.793516355,0.396899228,0.138430424,0.148208077,0,2,1,3,1,0
573,STUDENT 573,3,1,0,1/29/16 11:09,1/29/16 11:46,37,1,48,999,999,999,999,999,999,999,0,999,4,1,3,3,1,2,4,1,2,1,3,1,4,2,1,3,4,1,3,1,4,1,4,3,1,4,4,1,2,1,2,1,4,2,1,2,1,1,2,999,0,999,1,3,1,3,4,1,3,3,1,2,2,1,2,2,1,3,2,1,4,1,2,1,3,4,1,2,3,1,4,4,1,4,5,1,2,2,1,3,2,1,3,2,3,3,2,1,3,3,2,2,3,2,3,2,1,4,999,2,3,3,2,1,3,2,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,Speech Language and Hearing Sciences,1,1,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,15,1,73,2.92,2,4,2,2,3,3,-1.001286333,0.0746091,0.045927099,0.097000165,0.189797288,0,1,1,2,1,0
